,Names,Hash,unicity,is_dup
61,L0_S9_F156,2e146de884e81397faccdf2c9d1ddd59,TRUE,TRUE
62,L0_S9_F158,a6efa5f5ff1817778e446b24084e774f,TRUE,TRUE
63,L0_S9_F159,3cf10b138b922da8e3fabada06c6436a,TRUE,TRUE
64,L0_S9_F161,335e1ac5ba96f028bab6561eb694e975,FALSE,TRUE
65,L0_S9_F163,8bc16eb6cdcf214515162112ecdc5754,FALSE,TRUE
66,L0_S9_F164,e76b0446e0d36459e18546bae3cb17cd,TRUE,TRUE
67,L0_S9_F166,ec71fab8597785458750a684196aa62c,TRUE,FALSE
68,L0_S9_F168,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
69,L0_S9_F169,1022dd80b04566290d3375c07907a8ce,TRUE,FALSE
70,L0_S9_F171,335e1ac5ba96f028bab6561eb694e975,FALSE,TRUE
71,L0_S9_F173,8bc16eb6cdcf214515162112ecdc5754,FALSE,TRUE
72,L0_S9_F174,e76b0446e0d36459e18546bae3cb17cd,FALSE,TRUE
73,L0_S9_F176,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
74,L0_S9_F178,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
75,L0_S9_F179,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
76,L0_S9_F181,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
77,L0_S9_F183,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
78,L0_S9_F184,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
79,L0_S9_F186,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
80,L0_S9_F188,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
81,L0_S9_F189,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
82,L0_S9_F191,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
83,L0_S9_F193,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
84,L0_S9_F194,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
85,L0_S9_F196,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
86,L0_S9_F198,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
87,L0_S9_F199,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
88,L0_S9_F201,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
89,L0_S9_F203,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
90,L0_S9_F204,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
91,L0_S9_F206,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
92,L0_S9_F208,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
93,L0_S9_F209,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
94,L0_S9_F211,2e146de884e81397faccdf2c9d1ddd59,FALSE,TRUE
95,L0_S9_F213,a6efa5f5ff1817778e446b24084e774f,FALSE,TRUE
96,L0_S9_F214,3cf10b138b922da8e3fabada06c6436a,FALSE,TRUE
97,L0_S10_F215,bef58d5fcdf84bdc8f77882dbaca69d9,TRUE,TRUE
98,L0_S10_F217,6c6b44cb363ffdba23b0fedb78fd46a8,TRUE,TRUE
99,L0_S10_F218,e78b2e5803bf4b66d24d911e03de20dd,TRUE,TRUE
100,L0_S10_F220,c96ad143790904fc721b0f99b395e295,TRUE,TRUE
101,L0_S10_F222,cf79003239af6005825551e66072596d,TRUE,TRUE
102,L0_S10_F223,8c5c2e8fa102d8c9c2dfb4257fb6a605,TRUE,TRUE
103,L0_S10_F225,bef58d5fcdf84bdc8f77882dbaca69d9,FALSE,TRUE
104,L0_S10_F227,6c6b44cb363ffdba23b0fedb78fd46a8,FALSE,TRUE
105,L0_S10_F228,e78b2e5803bf4b66d24d911e03de20dd,FALSE,TRUE
106,L0_S10_F230,1abe85a4094965979988cecc00491667,TRUE,FALSE
107,L0_S10_F232,cf79003239af6005825551e66072596d,FALSE,TRUE
108,L0_S10_F233,2b12cf7ea1732185f09aca4925c0f873,TRUE,FALSE
109,L0_S10_F235,bef58d5fcdf84bdc8f77882dbaca69d9,FALSE,TRUE
110,L0_S10_F237,6c6b44cb363ffdba23b0fedb78fd46a8,FALSE,TRUE
111,L0_S10_F238,e78b2e5803bf4b66d24d911e03de20dd,FALSE,TRUE
112,L0_S10_F240,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
113,L0_S10_F242,cf79003239af6005825551e66072596d,FALSE,TRUE
114,L0_S10_F243,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
115,L0_S10_F245,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
116,L0_S10_F247,cf79003239af6005825551e66072596d,FALSE,TRUE
117,L0_S10_F248,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
118,L0_S10_F250,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
119,L0_S10_F252,cf79003239af6005825551e66072596d,FALSE,TRUE
120,L0_S10_F253,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
121,L0_S10_F255,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
122,L0_S10_F257,cf79003239af6005825551e66072596d,FALSE,TRUE
123,L0_S10_F258,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
124,L0_S10_F260,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
125,L0_S10_F262,cf79003239af6005825551e66072596d,FALSE,TRUE
126,L0_S10_F263,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
127,L0_S10_F265,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
128,L0_S10_F267,cf79003239af6005825551e66072596d,FALSE,TRUE
129,L0_S10_F268,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
130,L0_S10_F270,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
131,L0_S10_F272,cf79003239af6005825551e66072596d,FALSE,TRUE
132,L0_S10_F273,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
133,L0_S10_F275,c96ad143790904fc721b0f99b395e295,FALSE,TRUE
134,L0_S10_F277,cf79003239af6005825551e66072596d,FALSE,TRUE
135,L0_S10_F278,8c5c2e8fa102d8c9c2dfb4257fb6a605,FALSE,TRUE
136,L0_S11_F279,3c461bbfe466b31cd3d7d6d64ba76a16,TRUE,TRUE
137,L0_S11_F281,c2656e6bd745fcfc25e756e566c1e68b,TRUE,TRUE
138,L0_S11_F283,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
139,L0_S11_F285,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
140,L0_S11_F287,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
141,L0_S11_F289,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
142,L0_S11_F291,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
143,L0_S11_F293,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
144,L0_S11_F295,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
145,L0_S11_F297,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
146,L0_S11_F299,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
147,L0_S11_F301,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
148,L0_S11_F303,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
149,L0_S11_F305,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
150,L0_S11_F307,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
151,L0_S11_F309,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
152,L0_S11_F311,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
153,L0_S11_F313,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
154,L0_S11_F315,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
155,L0_S11_F317,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
156,L0_S11_F319,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
157,L0_S11_F321,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
158,L0_S11_F323,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
159,L0_S11_F325,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
160,L0_S11_F327,3c461bbfe466b31cd3d7d6d64ba76a16,FALSE,TRUE
161,L0_S11_F329,c2656e6bd745fcfc25e756e566c1e68b,FALSE,TRUE
162,L0_S14_F359,58ccfcccd38c03908f3c3f902f321715,TRUE,TRUE
163,L0_S14_F361,1ea460cd8646ec6360a0e1f4ccdc147f,TRUE,TRUE
164,L0_S14_F363,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
165,L0_S14_F365,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
166,L0_S14_F367,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
167,L0_S14_F369,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
168,L0_S14_F371,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
169,L0_S14_F373,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
170,L0_S14_F375,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
171,L0_S14_F377,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
172,L0_S14_F379,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
173,L0_S14_F381,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
174,L0_S14_F383,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
175,L0_S14_F385,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
176,L0_S14_F387,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
177,L0_S14_F389,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
178,L0_S14_F391,58ccfcccd38c03908f3c3f902f321715,FALSE,TRUE
179,L0_S14_F393,1ea460cd8646ec6360a0e1f4ccdc147f,FALSE,TRUE
180,L0_S15_F396,0420cede810a1636df378925863a618c,TRUE,TRUE
181,L0_S15_F399,0420cede810a1636df378925863a618c,FALSE,TRUE
182,L0_S15_F402,0420cede810a1636df378925863a618c,FALSE,TRUE
183,L0_S15_F405,0420cede810a1636df378925863a618c,FALSE,TRUE
184,L0_S15_F408,0420cede810a1636df378925863a618c,FALSE,TRUE
185,L0_S15_F411,0420cede810a1636df378925863a618c,FALSE,TRUE
186,L0_S15_F414,0420cede810a1636df378925863a618c,FALSE,TRUE
187,L0_S15_F417,0420cede810a1636df378925863a618c,FALSE,TRUE
188,L0_S15_F420,0420cede810a1636df378925863a618c,FALSE,TRUE
189,L0_S16_F422,c93c65901a3cfade3ffab18f9dd2df6d,TRUE,TRUE
190,L0_S16_F424,cc7fa7566116e4980b215e10fad9353f,TRUE,TRUE
191,L0_S16_F425,40e00b20cd7aa840b674026766157028,TRUE,TRUE
192,L0_S16_F427,c93c65901a3cfade3ffab18f9dd2df6d,FALSE,TRUE
193,L0_S16_F429,cc7fa7566116e4980b215e10fad9353f,FALSE,TRUE
194,L0_S16_F430,40e00b20cd7aa840b674026766157028,FALSE,TRUE
195,L0_S18_F436,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
196,L0_S18_F438,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
197,L0_S18_F440,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
198,L0_S18_F442,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
199,L0_S18_F443,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
200,L0_S18_F445,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
201,L0_S18_F446,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
202,L0_S18_F448,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
203,L0_S18_F450,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
204,L0_S18_F452,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
205,L0_S21_F468,fd2b6d380246afda70209ff8740d256f,TRUE,TRUE
206,L0_S21_F470,926ab3e1aaf1849b304c185d51c8589d,TRUE,TRUE
207,L0_S21_F471,b5029952eb8fa1029674d31d466cfa19,TRUE,TRUE
208,L0_S21_F473,3ef15762f3005384810b63e3c4c1c6b0,TRUE,TRUE
209,L0_S21_F475,5716a3fd3b826767c1f792194f1eccd0,TRUE,TRUE
210,L0_S21_F476,50dd30a4db95e2c471f4c111b2276950,TRUE,TRUE
211,L0_S21_F478,fd2b6d380246afda70209ff8740d256f,FALSE,TRUE
212,L0_S21_F480,926ab3e1aaf1849b304c185d51c8589d,FALSE,TRUE
213,L0_S21_F481,b5029952eb8fa1029674d31d466cfa19,FALSE,TRUE
214,L0_S21_F483,f255d459add66e31273e7f7c3873da95,TRUE,FALSE
215,L0_S21_F485,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
216,L0_S21_F486,829a32de99f1a371fd8d8f216ce7bcc0,TRUE,FALSE
217,L0_S21_F488,fd2b6d380246afda70209ff8740d256f,FALSE,TRUE
218,L0_S21_F490,926ab3e1aaf1849b304c185d51c8589d,FALSE,TRUE
219,L0_S21_F491,b5029952eb8fa1029674d31d466cfa19,FALSE,TRUE
220,L0_S21_F493,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
221,L0_S21_F495,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
222,L0_S21_F496,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
223,L0_S21_F498,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
224,L0_S21_F500,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
225,L0_S21_F501,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
226,L0_S21_F503,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
227,L0_S21_F505,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
228,L0_S21_F506,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
229,L0_S21_F508,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
230,L0_S21_F510,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
231,L0_S21_F511,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
232,L0_S21_F513,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
233,L0_S21_F515,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
234,L0_S21_F516,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
235,L0_S21_F518,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
236,L0_S21_F520,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
237,L0_S21_F521,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
238,L0_S21_F523,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
239,L0_S21_F525,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
240,L0_S21_F526,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
241,L0_S21_F528,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
242,L0_S21_F530,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
243,L0_S21_F531,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
244,L0_S21_F533,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
245,L0_S21_F535,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
246,L0_S21_F536,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
247,L0_S21_F538,3ef15762f3005384810b63e3c4c1c6b0,FALSE,TRUE
248,L0_S21_F540,5716a3fd3b826767c1f792194f1eccd0,FALSE,TRUE
249,L0_S21_F541,50dd30a4db95e2c471f4c111b2276950,FALSE,TRUE
250,L0_S22_F542,51a2d8396484a45e43a53faaffca91e9,TRUE,TRUE
251,L0_S22_F544,a7cc5bc67159fc616b85b6d8606b43fc,TRUE,TRUE
252,L0_S22_F545,dee17e86d87a4fbc6de5c672d383b276,TRUE,FALSE
253,L0_S22_F547,0df1b3b961fad27c532b679ab21564ff,TRUE,TRUE
254,L0_S22_F549,b881d0978b08dfcded72b736ffb3b0ba,TRUE,TRUE
255,L0_S22_F550,7de3d706d991440ffe15838fbf012a56,TRUE,TRUE
256,L0_S22_F552,51a2d8396484a45e43a53faaffca91e9,FALSE,TRUE
257,L0_S22_F554,a7cc5bc67159fc616b85b6d8606b43fc,FALSE,TRUE
258,L0_S22_F555,1d51fbf7d3258b3667fd9dfd6beb7f78,TRUE,TRUE
259,L0_S22_F557,cf49f1930a16c87eb81160ef9cd9c86e,TRUE,FALSE
260,L0_S22_F559,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
261,L0_S22_F560,17b7f88c8d416615a4bf874986e5780c,TRUE,FALSE
262,L0_S22_F562,51a2d8396484a45e43a53faaffca91e9,FALSE,TRUE
263,L0_S22_F564,a7cc5bc67159fc616b85b6d8606b43fc,FALSE,TRUE
264,L0_S22_F565,1d51fbf7d3258b3667fd9dfd6beb7f78,FALSE,TRUE
265,L0_S22_F567,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
266,L0_S22_F569,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
267,L0_S22_F570,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
268,L0_S22_F572,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
269,L0_S22_F574,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
270,L0_S22_F575,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
271,L0_S22_F577,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
272,L0_S22_F579,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
273,L0_S22_F580,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
274,L0_S22_F582,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
275,L0_S22_F584,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
276,L0_S22_F585,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
277,L0_S22_F587,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
278,L0_S22_F589,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
279,L0_S22_F590,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
280,L0_S22_F592,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
281,L0_S22_F594,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
282,L0_S22_F595,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
283,L0_S22_F597,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
284,L0_S22_F599,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
285,L0_S22_F600,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
286,L0_S22_F602,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
287,L0_S22_F604,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
288,L0_S22_F605,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
289,L0_S22_F607,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
290,L0_S22_F609,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
291,L0_S22_F610,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
292,L0_S22_F612,0df1b3b961fad27c532b679ab21564ff,FALSE,TRUE
293,L0_S22_F614,b881d0978b08dfcded72b736ffb3b0ba,FALSE,TRUE
294,L0_S22_F615,7de3d706d991440ffe15838fbf012a56,FALSE,TRUE
295,L0_S23_F616,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
296,L0_S23_F618,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
297,L0_S23_F620,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
298,L0_S23_F622,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
299,L0_S23_F624,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
300,L0_S23_F626,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
301,L0_S23_F628,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
302,L0_S23_F630,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
303,L0_S23_F632,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
304,L0_S23_F634,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
305,L0_S23_F636,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
306,L0_S23_F638,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
307,L0_S23_F640,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
308,L0_S23_F642,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
309,L0_S23_F644,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
310,L0_S23_F646,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
311,L0_S23_F648,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
312,L0_S23_F650,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
313,L0_S23_F652,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
314,L0_S23_F654,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
315,L0_S23_F656,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
316,L0_S23_F658,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
317,L0_S23_F660,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
318,L0_S23_F662,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
319,L0_S23_F664,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
320,L0_S23_F666,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
321,L0_S23_F668,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
322,L0_S23_F670,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
323,L0_S23_F672,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
324,L0_S23_F674,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
325,L1_S24_F675,8f45f64f346929d4951f2f42aa597651,TRUE,FALSE
326,L1_S24_F676,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
327,L1_S24_F678,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
328,L1_S24_F680,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
329,L1_S24_F682,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
330,L1_S24_F684,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
331,L1_S24_F686,b2348abc519de07082edfb739e7d4876,FALSE,TRUE
