,Names,Hash,unicity,is_dup
25,L0_S3_D70,82baa48245f7cebd0a79db5d64c3c2d2,TRUE,TRUE
26,L0_S3_D74,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
27,L0_S3_D78,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
28,L0_S3_D82,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
29,L0_S3_D86,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
30,L0_S3_D90,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
31,L0_S3_D94,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
32,L0_S3_D98,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
33,L0_S3_D102,82baa48245f7cebd0a79db5d64c3c2d2,FALSE,TRUE
34,L0_S4_D106,0da1ec6400864166f43aa8d165a304d9,TRUE,FALSE
35,L0_S4_D111,aead8d7269b32ba7d36633c81dc1948d,TRUE,FALSE
36,L0_S5_D115,ed653143b2bcd599a0af41f66843e46b,TRUE,TRUE
37,L0_S5_D117,ed653143b2bcd599a0af41f66843e46b,FALSE,TRUE
38,L0_S6_D120,935e60a3c0ca983fb5399afc38325363,TRUE,TRUE
39,L0_S6_D124,935e60a3c0ca983fb5399afc38325363,FALSE,TRUE
40,L0_S6_D127,935e60a3c0ca983fb5399afc38325363,FALSE,TRUE
41,L0_S6_D130,935e60a3c0ca983fb5399afc38325363,FALSE,TRUE
42,L0_S6_D134,935e60a3c0ca983fb5399afc38325363,FALSE,TRUE
43,L0_S7_D137,41d749f398cf0830bc7538206e0d4ab8,TRUE,TRUE
44,L0_S7_D139,41d749f398cf0830bc7538206e0d4ab8,FALSE,TRUE
45,L0_S7_D140,41d749f398cf0830bc7538206e0d4ab8,FALSE,TRUE
46,L0_S7_D141,41d749f398cf0830bc7538206e0d4ab8,FALSE,TRUE
47,L0_S7_D143,41d749f398cf0830bc7538206e0d4ab8,FALSE,TRUE
48,L0_S8_D145,788d7d0d02715eaf62a73b4ec6d14e9a,TRUE,TRUE
49,L0_S8_D147,788d7d0d02715eaf62a73b4ec6d14e9a,FALSE,TRUE
50,L0_S8_D148,788d7d0d02715eaf62a73b4ec6d14e9a,FALSE,TRUE
51,L0_S8_D150,788d7d0d02715eaf62a73b4ec6d14e9a,FALSE,TRUE
52,L0_S9_D152,3dede19dd9475bab896c2d2d7f2d9124,TRUE,FALSE
53,L0_S9_D157,0b48949f924871f48f13a5ef550fd9e2,TRUE,TRUE
54,L0_S9_D162,1fd6332d2d04833b10bb79b6b8b4cc44,TRUE,TRUE
55,L0_S9_D167,b9253fd1ee18a3cff068ee3795afad72,TRUE,FALSE
56,L0_S9_D172,1fd6332d2d04833b10bb79b6b8b4cc44,FALSE,TRUE
57,L0_S9_D177,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
58,L0_S9_D182,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
59,L0_S9_D187,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
60,L0_S9_D192,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
61,L0_S9_D197,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
62,L0_S9_D202,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
63,L0_S9_D207,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
64,L0_S9_D212,0b48949f924871f48f13a5ef550fd9e2,FALSE,TRUE
65,L0_S10_D216,c2128e9e64f0be1535945ef6d5bb1802,TRUE,TRUE
66,L0_S10_D221,dafce8aae587910feb02fa06d222fc58,TRUE,TRUE
67,L0_S10_D226,c2128e9e64f0be1535945ef6d5bb1802,FALSE,TRUE
68,L0_S10_D231,b612df8e3d21c99825d430fe7504d5f2,TRUE,FALSE
69,L0_S10_D236,c2128e9e64f0be1535945ef6d5bb1802,FALSE,TRUE
70,L0_S10_D241,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
71,L0_S10_D246,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
72,L0_S10_D251,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
73,L0_S10_D256,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
74,L0_S10_D261,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
75,L0_S10_D266,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
76,L0_S10_D271,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
77,L0_S10_D276,dafce8aae587910feb02fa06d222fc58,FALSE,TRUE
78,L0_S11_D280,102519236f2da8e13b76d0055dd9de37,TRUE,TRUE
79,L0_S11_D284,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
80,L0_S11_D288,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
81,L0_S11_D292,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
82,L0_S11_D296,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
83,L0_S11_D300,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
84,L0_S11_D304,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
85,L0_S11_D308,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
86,L0_S11_D312,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
87,L0_S11_D316,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
88,L0_S11_D320,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
89,L0_S11_D324,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
90,L0_S11_D328,102519236f2da8e13b76d0055dd9de37,FALSE,TRUE
91,L0_S12_D331,441da54459c9cd8cd8ef49e752abeb17,TRUE,TRUE
92,L0_S12_D333,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
93,L0_S12_D335,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
94,L0_S12_D337,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
95,L0_S12_D339,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
96,L0_S12_D341,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
97,L0_S12_D343,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
98,L0_S12_D345,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
99,L0_S12_D347,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
100,L0_S12_D349,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
101,L0_S12_D351,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
102,L0_S12_D353,441da54459c9cd8cd8ef49e752abeb17,FALSE,TRUE
103,L0_S13_D355,47eb96e79d9be45b633acf466831cef6,TRUE,TRUE
104,L0_S13_D357,47eb96e79d9be45b633acf466831cef6,FALSE,TRUE
105,L0_S14_D360,61e0c672afc9cfdf07d29fdfc291fbbe,TRUE,TRUE
106,L0_S14_D364,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
107,L0_S14_D368,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
108,L0_S14_D372,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
109,L0_S14_D376,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
110,L0_S14_D380,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
111,L0_S14_D384,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
112,L0_S14_D388,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
113,L0_S14_D392,61e0c672afc9cfdf07d29fdfc291fbbe,FALSE,TRUE
114,L0_S15_D395,360fc26be2fd2fc68b5f0cbb3b3f064f,TRUE,TRUE
115,L0_S15_D398,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
116,L0_S15_D401,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
117,L0_S15_D404,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
118,L0_S15_D407,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
119,L0_S15_D410,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
120,L0_S15_D413,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
121,L0_S15_D416,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
122,L0_S15_D419,360fc26be2fd2fc68b5f0cbb3b3f064f,FALSE,TRUE
123,L0_S16_D423,67b6388298bddcb8b5e7b759cca0d4d5,TRUE,TRUE
124,L0_S16_D428,67b6388298bddcb8b5e7b759cca0d4d5,FALSE,TRUE
125,L0_S17_D432,4374ba6a5ba46bc2096b80a7a5906857,TRUE,TRUE
126,L0_S17_D434,4374ba6a5ba46bc2096b80a7a5906857,FALSE,TRUE
127,L0_S18_D437,f012391b4e24cdf7831acc1b049d6cda,TRUE,TRUE
128,L0_S18_D441,f012391b4e24cdf7831acc1b049d6cda,FALSE,TRUE
129,L0_S18_D444,f012391b4e24cdf7831acc1b049d6cda,FALSE,TRUE
130,L0_S18_D447,f012391b4e24cdf7831acc1b049d6cda,FALSE,TRUE
131,L0_S18_D451,f012391b4e24cdf7831acc1b049d6cda,FALSE,TRUE
132,L0_S19_D454,e581669fd62886ba30754489f2f2f016,TRUE,TRUE
133,L0_S19_D456,e581669fd62886ba30754489f2f2f016,FALSE,TRUE
134,L0_S19_D457,e581669fd62886ba30754489f2f2f016,FALSE,TRUE
135,L0_S19_D458,e581669fd62886ba30754489f2f2f016,FALSE,TRUE
136,L0_S19_D460,e581669fd62886ba30754489f2f2f016,FALSE,TRUE
137,L0_S20_D462,0431ac138f3e97b04566ab7aa281d34c,TRUE,TRUE
138,L0_S20_D464,0431ac138f3e97b04566ab7aa281d34c,FALSE,TRUE
139,L0_S20_D465,0431ac138f3e97b04566ab7aa281d34c,FALSE,TRUE
140,L0_S20_D467,0431ac138f3e97b04566ab7aa281d34c,FALSE,TRUE
141,L0_S21_D469,96eab898ff8e924ff121bc30f55db376,TRUE,TRUE
142,L0_S21_D474,5a740ed11d43b23a7fc272919c835977,TRUE,TRUE
143,L0_S21_D479,96eab898ff8e924ff121bc30f55db376,FALSE,TRUE
144,L0_S21_D484,003d23037263ad0801c1463385c7e1a9,TRUE,FALSE
145,L0_S21_D489,96eab898ff8e924ff121bc30f55db376,FALSE,TRUE
146,L0_S21_D494,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
147,L0_S21_D499,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
148,L0_S21_D504,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
149,L0_S21_D509,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
150,L0_S21_D514,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
151,L0_S21_D519,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
152,L0_S21_D524,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
153,L0_S21_D529,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
154,L0_S21_D534,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
155,L0_S21_D539,5a740ed11d43b23a7fc272919c835977,FALSE,TRUE
156,L0_S22_D543,2ed33091543ec0f93a2e94cef5fda0a2,TRUE,FALSE
157,L0_S22_D548,e992c2b8d2742fda550d524ae353fa8f,TRUE,TRUE
158,L0_S22_D553,79634e0ea37fb8a054d42ff29d0d9038,TRUE,TRUE
159,L0_S22_D558,e7b24dcd94932cacc74e031f280fa24b,TRUE,FALSE
160,L0_S22_D563,79634e0ea37fb8a054d42ff29d0d9038,FALSE,TRUE
161,L0_S22_D568,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
162,L0_S22_D573,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
163,L0_S22_D578,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
164,L0_S22_D583,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
165,L0_S22_D588,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
166,L0_S22_D593,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
167,L0_S22_D598,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
168,L0_S22_D603,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
169,L0_S22_D608,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
170,L0_S22_D613,e992c2b8d2742fda550d524ae353fa8f,FALSE,TRUE
171,L0_S23_D617,959e44258e60c3665ebd1677e15bcc91,TRUE,TRUE
172,L0_S23_D621,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
173,L0_S23_D625,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
174,L0_S23_D629,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
175,L0_S23_D633,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
176,L0_S23_D637,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
177,L0_S23_D641,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
178,L0_S23_D645,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
179,L0_S23_D649,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
180,L0_S23_D653,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
181,L0_S23_D657,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
182,L0_S23_D661,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
183,L0_S23_D665,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
184,L0_S23_D669,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
185,L0_S23_D673,959e44258e60c3665ebd1677e15bcc91,FALSE,TRUE
186,L1_S24_D677,77ab0afc79e03c0c45c35cbf572d568b,TRUE,TRUE
187,L1_S24_D681,77ab0afc79e03c0c45c35cbf572d568b,FALSE,TRUE
188,L1_S24_D685,77ab0afc79e03c0c45c35cbf572d568b,FALSE,TRUE
189,L1_S24_D689,77ab0afc79e03c0c45c35cbf572d568b,FALSE,TRUE
190,L1_S24_D693,77ab0afc79e03c0c45c35cbf572d568b,FALSE,TRUE
191,L1_S24_D697,120f99d2eee46cace163afdd5c1ec09e,TRUE,TRUE
192,L1_S24_D702,0ae4df44017253cbf8a43241c101cae7,TRUE,TRUE
193,L1_S24_D707,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
194,L1_S24_D712,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
195,L1_S24_D716,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
196,L1_S24_D721,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
197,L1_S24_D725,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
198,L1_S24_D730,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
199,L1_S24_D735,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
200,L1_S24_D739,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
201,L1_S24_D743,0ae4df44017253cbf8a43241c101cae7,FALSE,TRUE
202,L1_S24_D748,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
203,L1_S24_D753,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
204,L1_S24_D758,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
205,L1_S24_D763,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
206,L1_S24_D768,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
207,L1_S24_D772,5e18c974cf66ab7c5160f601b3ef4853,TRUE,FALSE
208,L1_S24_D777,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
209,L1_S24_D782,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
210,L1_S24_D787,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
211,L1_S24_D792,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
212,L1_S24_D797,120f99d2eee46cace163afdd5c1ec09e,FALSE,TRUE
213,L1_S24_D801,0c4a594fc7d5647ed3b28c0378dd28da,TRUE,FALSE
214,L1_S24_D804,71ea84713ea8e92792506f89bdfad074,TRUE,FALSE
215,L1_S24_D807,8da23780436e07ebfd9500af7516eb4c,TRUE,TRUE
216,L1_S24_D809,8da23780436e07ebfd9500af7516eb4c,FALSE,TRUE
217,L1_S24_D811,8da23780436e07ebfd9500af7516eb4c,FALSE,TRUE
218,L1_S24_D813,cbe344302d98e69a663109d3670c3e59,TRUE,TRUE
219,L1_S24_D815,cbe344302d98e69a663109d3670c3e59,FALSE,TRUE
220,L1_S24_D818,4c5d3b32f8b3497f71061aeefe431527,TRUE,TRUE
221,L1_S24_D822,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
222,L1_S24_D826,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
223,L1_S24_D831,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
224,L1_S24_D836,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
225,L1_S24_D841,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
226,L1_S24_D846,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
227,L1_S24_D850,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
228,L1_S24_D854,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
229,L1_S24_D859,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
230,L1_S24_D864,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
231,L1_S24_D869,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
232,L1_S24_D874,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
233,L1_S24_D879,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
234,L1_S24_D884,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
235,L1_S24_D889,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
236,L1_S24_D894,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
237,L1_S24_D899,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
238,L1_S24_D904,4c5d3b32f8b3497f71061aeefe431527,FALSE,TRUE
239,L1_S24_D909,0731a65a8236a6954a99249c30a4df3b,TRUE,TRUE
240,L1_S24_D913,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
241,L1_S24_D917,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
242,L1_S24_D922,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
243,L1_S24_D927,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
244,L1_S24_D932,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
245,L1_S24_D937,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
246,L1_S24_D941,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
247,L1_S24_D945,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
248,L1_S24_D950,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
249,L1_S24_D955,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
250,L1_S24_D960,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
251,L1_S24_D965,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
252,L1_S24_D970,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
253,L1_S24_D975,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
254,L1_S24_D980,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
255,L1_S24_D985,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
256,L1_S24_D990,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
257,L1_S24_D995,0731a65a8236a6954a99249c30a4df3b,FALSE,TRUE
258,L1_S24_D999,28c6de8235b0570ff83411c37ec75391,TRUE,TRUE
259,L1_S24_D1001,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
260,L1_S24_D1003,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
261,L1_S24_D1005,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
262,L1_S24_D1007,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
263,L1_S24_D1009,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
264,L1_S24_D1011,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
265,L1_S24_D1013,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
266,L1_S24_D1015,28c6de8235b0570ff83411c37ec75391,FALSE,TRUE
267,L1_S24_D1018,728e14626dc4479692d1ce8289732668,TRUE,TRUE
268,L1_S24_D1023,728e14626dc4479692d1ce8289732668,FALSE,TRUE
269,L1_S24_D1028,728e14626dc4479692d1ce8289732668,FALSE,TRUE
270,L1_S24_D1033,728e14626dc4479692d1ce8289732668,FALSE,TRUE
271,L1_S24_D1038,728e14626dc4479692d1ce8289732668,FALSE,TRUE
272,L1_S24_D1043,728e14626dc4479692d1ce8289732668,FALSE,TRUE
273,L1_S24_D1048,728e14626dc4479692d1ce8289732668,FALSE,TRUE
274,L1_S24_D1053,728e14626dc4479692d1ce8289732668,FALSE,TRUE
275,L1_S24_D1058,728e14626dc4479692d1ce8289732668,FALSE,TRUE
276,L1_S24_D1062,a16c427de51cbc970bb0c5e78293555d,TRUE,TRUE
277,L1_S24_D1066,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
278,L1_S24_D1070,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
279,L1_S24_D1074,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
280,L1_S24_D1077,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
281,L1_S24_D1081,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
282,L1_S24_D1085,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
283,L1_S24_D1089,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
284,L1_S24_D1092,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
285,L1_S24_D1096,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
286,L1_S24_D1100,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
287,L1_S24_D1104,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
288,L1_S24_D1108,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
289,L1_S24_D1112,a16c427de51cbc970bb0c5e78293555d,FALSE,TRUE
290,L1_S24_D1116,808de3fdc30023bbabe579a068703dbc,TRUE,TRUE
291,L1_S24_D1120,808de3fdc30023bbabe579a068703dbc,FALSE,TRUE
292,L1_S24_D1124,808de3fdc30023bbabe579a068703dbc,FALSE,TRUE
293,L1_S24_D1128,808de3fdc30023bbabe579a068703dbc,FALSE,TRUE
294,L1_S24_D1132,808de3fdc30023bbabe579a068703dbc,FALSE,TRUE
295,L1_S24_D1135,6612e90a5244438b9aa90bba13a672b2,TRUE,TRUE
296,L1_S24_D1138,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
297,L1_S24_D1141,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
298,L1_S24_D1143,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
299,L1_S24_D1146,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
300,L1_S24_D1149,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
301,L1_S24_D1151,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
302,L1_S24_D1153,6612e90a5244438b9aa90bba13a672b2,FALSE,TRUE
303,L1_S24_D1155,953f63a703222052c7f570aad50ad026,TRUE,FALSE
304,L1_S24_D1158,fc5ed5ec69305395d04f09565da17bf2,TRUE,FALSE
305,L1_S24_D1163,ea0eb2efa87ee8205a570a713116c275,TRUE,FALSE
306,L1_S24_D1168,fc761a36bb276b1698f131d156461379,TRUE,FALSE
307,L1_S24_D1171,1f83305f3189300bf4b62d86f654f471,TRUE,TRUE
308,L1_S24_D1173,1f83305f3189300bf4b62d86f654f471,FALSE,TRUE
309,L1_S24_D1175,1f83305f3189300bf4b62d86f654f471,FALSE,TRUE
310,L1_S24_D1178,e8d25ca02bec9c3139845c210267857e,TRUE,TRUE
311,L1_S24_D1182,e8d25ca02bec9c3139845c210267857e,FALSE,TRUE
312,L1_S24_D1186,7c208f8ca271d461d2119af065cd80dd,TRUE,TRUE
313,L1_S24_D1190,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
314,L1_S24_D1194,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
315,L1_S24_D1199,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
316,L1_S24_D1204,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
317,L1_S24_D1209,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
318,L1_S24_D1214,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
319,L1_S24_D1218,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
320,L1_S24_D1222,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
321,L1_S24_D1227,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
322,L1_S24_D1232,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
323,L1_S24_D1237,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
324,L1_S24_D1242,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
325,L1_S24_D1247,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
326,L1_S24_D1252,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
327,L1_S24_D1257,7c208f8ca271d461d2119af065cd80dd,FALSE,TRUE
