Feature,Line,Station,Orig_St,Feat_Nb,Levels,IG_Numeric,IG_Date,CMI,NotMissing,Num_Rank,Date_Rank,CMI_Rank
L0_S3_F100,0,3,3,100,327,0.000173869031932838,0.00486914143515804,0.00305637114169421,0.282752986913589,264,187,122
L0_S4_F104,0,4,4,104,288,0.000213824752023584,0.00485407044203612,0.00275058929481808,0.283248869902099,213,199,139
L0_S4_F109,0,4,4,109,175,0.000119594999318906,0.00485407044203612,0.00165688010329212,0.283204941596473,376,199,211
L0_S5_F114,0,5,5,114,582,0.000314933642545867,0.00489285515181059,0.00305889436289064,0.286811286533356,133,182,121
L0_S5_F116,0,5,5,116,763,0.000324075662531342,0.00489285515181059,0.00370421512493913,0.286811286533356,128,182,98
L0_S6_F118,0,6,6,118,4,1.5177956870005E-5,0.00487777192986272,0.000589300698521811,0.286368624376662,757,184,355
L0_S6_F122,0,6,6,122,1002,0.000517249861356817,0.00487777192986272,0.00367290975958667,0.286368624376662,50,184,104
L0_S6_F132,0,6,6,132,331,0.000233556413368419,0.00487777192986272,0.00283293033597332,0.286368624376662,196,184,129
L0_S7_F136,0,7,7,136,4,2.47164967461799E-5,0.00485930794130063,0.000290361807209649,0.283589314270701,689,196,429
L0_S7_F138,0,7,7,138,1002,0.000495138070215617,0.00485930794130063,0.00367983045130593,0.283589314270701,57,196,102
L0_S7_F142,0,7,7,142,407,0.000125085107056222,0.00485930794130063,0.00260274793484605,0.283589314270701,355,196,150
L0_S8_F144,0,8,8,144,4,0.000113756124777709,0.00799752553196509,6.51125468804636E-5,0.569277894685266,395,156,701
L0_S8_F146,0,8,8,146,35,3.20503993656018E-5,0.00799752553196509,1.73223775030706E-5,0.569277894685266,650,156,805
L0_S8_F149,0,8,8,149,651,4.4809959417691E-5,0.00799752553196509,1.83720340531934E-5,0.569277894685266,587,156,802
L0_S9_F155,0,9,9,155,427,0.000192901680332369,0.00358710238815796,0.00212453229090492,0.190631106140079,236,240,166
L0_S9_F160,0,9,9,160,570,0.000230299187629512,0.00358710238815796,0.00208930258435736,0.190647156867135,200,240,176
L0_S9_F165,0,9,9,165,211,5.97601611591614E-5,0.00358710238815796,0.00205876466204558,0.190641243441377,540,240,182
L0_S9_F170,0,9,9,170,666,0.000237520694367888,0.00358710238815796,0.00210748131570782,0.190647156867135,191,240,172
L0_S9_F175,0,9,9,175,13,9.90827221336588E-6,0.00358710238815796,0.00114866365090194,0.190631106140079,817,240,241
L0_S9_F180,0,9,9,180,199,9.15279134012792E-5,0.00358710238815796,0.00209210770067969,0.190631106140079,443,240,174
L0_S9_F185,0,9,9,185,509,0.000192967956257561,0.00358710238815796,0.00208614991873368,0.190631106140079,235,240,177
L0_S9_F190,0,9,9,190,132,5.27689623606165E-5,0.00358710238815796,0.00194462590905786,0.190631106140079,563,240,195
L0_S9_F195,0,9,9,195,778,0.000335456185297289,0.00358710238815796,0.00210094740807953,0.190631106140079,120,240,173
L0_S9_F200,0,9,9,200,379,0.00015508878870385,0.00358710238815796,0.00188943709656719,0.190631106140079,288,240,198
L0_S9_F205,0,9,9,205,49,6.18726539336478E-6,0.00358710238815796,0.000234198454819534,0.190631106140079,869,240,469
L0_S9_F210,0,9,9,210,42,2.99253619324702E-5,0.00358710238815796,0.00140822049538336,0.190631106140079,660,240,219
L0_S10_F219,0,10,10,219,220,7.67939613428581E-5,0.00365352408198483,0.00212106847194171,0.18967144161717,490,216,169
L0_S10_F224,0,10,10,224,802,0.000219771233407329,0.00365352408198483,0.00212385271288618,0.189685802794009,205,216,167
L0_S10_F229,0,10,10,229,217,7.25266707597427E-5,0.00365352408198483,0.00208106519640161,0.189674820717603,505,216,178
L0_S10_F234,0,10,10,234,72,3.47206518842569E-5,0.00365352408198483,0.00147391910551953,0.189685802794009,629,216,215
L0_S10_F239,0,10,10,239,14,6.96921663667638E-6,0.00365352408198483,0.00124082479721643,0.18967144161717,863,216,232
L0_S10_F244,0,10,10,244,201,6.10256308331003E-5,0.00365352408198483,0.0021262456340061,0.18967144161717,536,216,165
L0_S10_F249,0,10,10,249,489,0.00015982610216092,0.00365352408198483,0.00210970293178114,0.18967144161717,280,216,171
L0_S10_F254,0,10,10,254,185,5.81690117051892E-5,0.00365352408198483,0.00202026413149348,0.18967144161717,544,216,189
L0_S10_F259,0,10,10,259,663,0.000315031016040024,0.00365352408198483,0.00213477622604152,0.18967144161717,132,216,163
L0_S10_F264,0,10,10,264,103,3.75835813883896E-5,0.00365352408198483,0.00142410227650203,0.18967144161717,611,216,218
L0_S10_F269,0,10,10,269,139,4.59204533420632E-6,0.00365352408198483,0.000183202176135211,0.18967144161717,898,216,521
L0_S10_F274,0,10,10,274,72,1.9621453873242E-5,0.00365352408198483,0.00112803848596066,0.18967144161717,720,216,245
L0_S11_F282,0,11,11,282,806,0.000310611976910735,0.00360462092632119,0.00208997479681727,0.190456237692683,134,228,175
L0_S11_F286,0,11,11,286,761,0.000254422256968923,0.00360462092632119,0.00205796358882715,0.190456237692683,179,228,183
L0_S11_F290,0,11,11,290,166,7.24351627443554E-5,0.00360462092632119,0.00199140840343404,0.190456237692683,506,228,190
L0_S11_F294,0,11,11,294,878,0.00029827380611458,0.00360462092632119,0.00207818235540458,0.190456237692683,150,228,179
L0_S11_F298,0,11,11,298,12,1.0532492185078E-5,0.00360462092632119,0.00114738864216868,0.190456237692683,798,228,242
L0_S11_F302,0,11,11,302,743,0.000200191980358255,0.00360462092632119,0.00203805477035601,0.190456237692683,226,228,186
L0_S11_F306,0,11,11,306,866,0.000309754982108501,0.00360462092632119,0.00207618567099566,0.190456237692683,136,228,180
L0_S11_F310,0,11,11,310,150,6.71720744325199E-5,0.00360462092632119,0.00195325993755802,0.190456237692683,526,228,193
L0_S11_F314,0,11,11,314,992,0.00043385748332625,0.00360462092632119,0.00206837147264594,0.190456237692683,81,228,181
L0_S11_F318,0,11,11,318,838,0.00023842282617359,0.00360462092632119,0.00203945445370657,0.190456237692683,190,228,185
L0_S11_F322,0,11,11,322,97,5.49200913741998E-5,0.00360462092632119,0.0019450908335461,0.190456237692683,557,228,194
L0_S11_F326,0,11,11,326,792,0.000234800471803354,0.00360462092632119,0.00204757860015903,0.190456237692683,194,228,184
L0_S12_F330,0,12,12,330,108,4.71284125076465E-5,0.00293300452294254,0.00184418920873597,0.204487107464686,581,254,199
L0_S12_F332,0,12,12,332,110,5.16606437805933E-5,0.00293300452294254,0.00192042637682199,0.204487107464686,565,254,196
L0_S12_F334,0,12,12,334,42,1.99412199091142E-5,0.00293300452294254,0.00126749817970406,0.204487107464686,718,254,231
L0_S12_F336,0,12,12,336,40,2.0365436164127E-5,0.00293300452294254,0.00127997848093031,0.204487107464686,714,254,230
L0_S12_F338,0,12,12,338,19,2.03024977487587E-5,0.00293300452294254,0.000333703386765194,0.204487107464686,717,254,411
L0_S12_F340,0,12,12,340,15,1.86738502581107E-5,0.00293300452294254,0.000363711904812547,0.204487107464686,728,254,404
L0_S12_F342,0,12,12,342,29,2.31761278453035E-5,0.00293300452294254,0.000535012250049149,0.204487107464686,699,254,362
L0_S12_F344,0,12,12,344,28,1.72465536163458E-5,0.00293300452294254,0.00052122714796532,0.204487107464686,738,254,363
L0_S12_F346,0,12,12,346,169,7.61237965996031E-5,0.00293300452294254,0.00291785764748909,0.204487107464686,495,254,125
L0_S12_F348,0,12,12,348,170,7.4756542492338E-5,0.00293300452294254,0.00299880387664686,0.204487107464686,498,254,123
L0_S12_F350,0,12,12,350,993,0.000517771959806623,0.00293300452294254,0.00203060151688383,0.204487107464686,48,254,188
L0_S12_F352,0,12,12,352,993,0.000514440197710187,0.00293300452294254,0.00203285786192531,0.204487107464686,51,254,187
L0_S13_F354,0,13,13,354,260,0.000138505445264059,0.00293680236700844,0.00246044254264177,0.204490486565119,320,252,155
L0_S13_F356,0,13,13,356,918,0.000377759965703106,0.00293680236700844,0.00326208496545632,0.204490486565119,98,252,117
L0_S14_F358,0,14,14,358,7,4.47986542262413E-6,0.00181235541190183,0.000245537138001239,0.10190099742597,902,312,465
L0_S14_F362,0,14,14,362,903,0.00042565885293655,0.00181235541190183,0.00136533538675998,0.10190099742597,85,312,223
L0_S14_F366,0,14,14,366,8,3.63077267451217E-6,0.00181235541190183,0.000204632080563982,0.10190099742597,914,312,499
L0_S14_F370,0,14,14,370,903,0.000428811038878152,0.00181235541190183,0.00137429779692866,0.10190099742597,82,312,222
L0_S14_F374,0,14,14,374,37,2.10952113999241E-5,0.00181235541190183,0.000635733834133845,0.10190099742597,709,312,351
L0_S14_F378,0,14,14,378,3,2.85959385948331E-7,0.00181235541190183,0,0.10190099742597,968,312,947
L0_S14_F382,0,14,14,382,6,7.83611602273027E-6,0.00181235541190183,0.000186764103483839,0.10190099742597,839,312,517
L0_S14_F386,0,14,14,386,900,0.000401970096978843,0.00181235541190183,0.0013813473338935,0.10190099742597,93,312,221
L0_S14_F390,0,14,14,390,300,0.000106544017551613,0.00181235541190183,0.00121337908803731,0.10190099742597,410,312,234
L0_S15_F394,0,15,15,394,7,4.94850873167252E-6,0.00174899018632857,0.000206276057326704,0.10259371301469,893,328,497
L0_S15_F397,0,15,15,397,903,0.000362624509412157,0.00174899018632857,0.00130767829633882,0.10259371301469,109,328,229
L0_S15_F400,0,15,15,400,8,6.04607551402125E-6,0.00174899018632857,0.000278820540806635,0.10259371301469,872,328,440
L0_S15_F403,0,15,15,403,903,0.00042590601821324,0.00174899018632857,0.00131520544173291,0.10259371301469,84,328,227
L0_S15_F406,0,15,15,406,51,2.71426161457811E-5,0.00174899018632857,0.000598921187279444,0.10259371301469,676,328,354
L0_S15_F409,0,15,15,409,3,2.98701364265241E-6,0.00174899018632857,0,0.10259371301469,930,328,947
L0_S15_F412,0,15,15,412,7,3.89686835156056E-6,0.00174899018632857,0.000208477887939651,0.10259371301469,908,328,494
L0_S15_F415,0,15,15,415,903,0.000371440491386821,0.00174899018632857,0.0013099620337016,0.10259371301469,104,328,228
L0_S15_F418,0,15,15,418,294,0.000122645251087405,0.00174899018632857,0.00109087273891362,0.10259371301469,364,328,253
L0_S16_F421,0,16,16,421,525,0.000183189166122588,0.00179166167212408,0.00103690894607844,0.100645661615193,246,321,261
L0_S16_F426,0,16,16,426,182,7.42866445015977E-5,0.00179166167212408,0.000858436533084372,0.100645661615193,499,321,279
L0_S17_F431,0,17,17,431,572,0.000185892960507417,0.00178480332170317,0.00108578096929435,0.103930147235854,241,323,255
L0_S17_F433,0,17,17,433,727,0.000261085434308583,0.00178480332170317,0.00122056626077161,0.103930147235854,174,323,233
L0_S18_F435,0,18,18,435,4,1.9596289320134E-6,0.00176438089918918,3.42507603097175E-5,0.102286214875307,946,325,762
L0_S18_F439,0,18,18,439,990,0.000363643792521629,0.00176438089918918,0.00132079302366073,0.102286214875307,106,325,226
L0_S18_F449,0,18,18,449,414,0.000119267475879425,0.00176438089918918,0.00113260684396899,0.102286214875307,378,325,243
L0_S19_F453,0,19,19,453,4,1.21403813579946E-6,0.00182192013106075,7.10013681679556E-5,0.102240597019464,956,309,690
L0_S19_F455,0,19,19,455,1002,0.000445909185351923,0.00182192013106075,0.00134977155297911,0.102240597019464,73,309,224
L0_S19_F459,0,19,19,459,385,0.000118612053057632,0.00182192013106075,0.00119050390230768,0.102240597019464,381,309,235
L0_S20_F461,0,20,20,461,3,3.65667012225401E-6,0.00292918758311345,6.26304374140574E-5,0.204529346220096,913,266,704
L0_S20_F463,0,20,20,463,15,3.26819659157707E-6,0.00292918758311345,2.74654828302801E-6,0.204529346220096,925,266,901
L0_S20_F466,0,20,20,466,147,6.80715525369635E-6,0.00292918758311345,3.07091595885822E-6,0.204529346220096,866,266,900
L0_S21_F472,0,21,21,472,408,0.00015384392556328,0.00136648692363117,0.000808620340182031,0.0687376610035759,291,384,288
L0_S21_F477,0,21,21,477,657,0.000208955177306791,0.00136648692363117,0.000806720153251561,0.0687722967830119,217,384,290
L0_S21_F482,0,21,21,482,373,0.000123420030446297,0.00136648692363117,0.000808119836602117,0.0687418848791169,358,384,289
L0_S21_F487,0,21,21,487,719,0.000199681907140814,0.00136648692363117,0.000795908263331313,0.0687722967830119,227,384,294
L0_S21_F492,0,21,21,492,12,3.57324055144659E-6,0.00136648692363117,0.000439312676585146,0.0687376610035759,915,384,390
L0_S21_F497,0,21,21,497,181,6.97662147270961E-5,0.00136648692363117,0.00078365866915675,0.0687376610035759,516,384,296
L0_S21_F502,0,21,21,502,510,0.000160207261945544,0.00136648692363117,0.000790184807389238,0.0687376610035759,279,384,295
L0_S21_F507,0,21,21,507,28,7.49560580182163E-6,0.00136648692363117,0.000377787503607507,0.0687376610035759,844,384,401
L0_S21_F512,0,21,21,512,905,0.000349612049310721,0.00136648692363117,0.000811846608133493,0.0687376610035759,113,384,287
L0_S21_F517,0,21,21,517,125,3.92509065214597E-5,0.00136648692363117,0.000752495933754815,0.0687376610035759,606,384,308
L0_S21_F522,0,21,21,522,729,0.000294114826992598,0.00136648692363117,0.000804664992269721,0.0687376610035759,156,384,292
L0_S21_F527,0,21,21,527,426,0.000118839749600141,0.00136648692363117,0.000754609571313125,0.0687376610035759,379,384,305
L0_S21_F532,0,21,21,532,80,2.25395277251295E-5,0.00136648692363117,0.000729445529195516,0.0687376610035759,704,384,322
L0_S21_F537,0,21,21,537,35,7.22724556823096E-6,0.00136648692363117,0.000556494368687766,0.0687376610035759,850,384,357
L0_S22_F546,0,22,22,546,636,0.000185188037676198,0.00127354412195402,0.000753293771824204,0.0680812707445088,244,412,307
L0_S22_F551,0,22,22,551,689,0.000216380049190335,0.00127354412195402,0.000747283262928278,0.0680880289453743,208,412,312
L0_S22_F556,0,22,22,556,525,0.000181069204220563,0.00127354412195402,0.000747415341830759,0.0680846498449415,248,412,311
L0_S22_F561,0,22,22,561,812,0.000163991478787651,0.00127354412195402,0.000741450623232609,0.0680880289453743,272,412,317
L0_S22_F566,0,22,22,566,13,5.80427606244882E-6,0.00127354412195402,0.00042587463827104,0.0680812707445088,878,412,393
L0_S22_F571,0,22,22,571,193,7.61832073443713E-5,0.00127354412195402,0.000735417219186019,0.0680812707445088,494,412,321
L0_S22_F576,0,22,22,576,543,0.000143680613215125,0.00127354412195402,0.000747725289937051,0.0680812707445088,315,412,310
L0_S22_F581,0,22,22,581,30,9.18105459568608E-6,0.00127354412195402,0.000241078422041241,0.0680812707445088,823,412,466
L0_S22_F586,0,22,22,586,897,0.00032714552177282,0.00127354412195402,0.00076583041895617,0.0680812707445088,126,412,298
L0_S22_F591,0,22,22,591,155,6.98840072725915E-5,0.00127354412195402,0.00071433729374526,0.0680812707445088,515,412,331
L0_S22_F596,0,22,22,596,787,0.000284834459229444,0.00127354412195402,0.000764659311986549,0.0680812707445088,161,412,299
L0_S22_F601,0,22,22,601,531,0.000148144002011463,0.00127354412195402,0.000739756117534185,0.0680812707445088,300,412,319
L0_S22_F606,0,22,22,606,90,3.35494257726054E-5,0.00127354412195402,0.000697779052734049,0.0680812707445088,636,412,342
L0_S22_F611,0,22,22,611,30,1.37300807008245E-5,0.00127354412195402,0.000500832743979274,0.0680812707445088,775,412,366
L0_S23_F619,0,23,23,619,356,0.000125582707097394,0.00130821694462746,0.000757707588766365,0.0678269934369422,351,398,303
L0_S23_F623,0,23,23,623,820,0.000278238496221661,0.00130821694462746,0.000753752240852279,0.0678269934369422,163,398,306
L0_S23_F627,0,23,23,627,306,9.02833624429888E-5,0.00130821694462746,0.000738659929156782,0.0678269934369422,448,398,320
L0_S23_F631,0,23,23,631,525,0.000131515523044357,0.00130821694462746,0.000744899014435418,0.0678269934369422,334,398,313
L0_S23_F635,0,23,23,635,12,4.98015334748914E-6,0.00130821694462746,0.000437261950361645,0.0678269934369422,892,398,391
L0_S23_F639,0,23,23,639,694,0.00013391526936779,0.00130821694462746,0.000741657620729086,0.0678269934369422,329,398,316
L0_S23_F643,0,23,23,643,674,0.000177918860103432,0.00130821694462746,0.000743941358093636,0.0678269934369422,254,398,314
L0_S23_F647,0,23,23,647,27,7.87850384043054E-6,0.00130821694462746,0.000154963144288089,0.0678269934369422,837,398,549
L0_S23_F651,0,23,23,651,956,0.000356988268421787,0.00130821694462746,0.000759894828650687,0.0678269934369422,111,398,302
L0_S23_F655,0,23,23,655,121,3.0997650409148E-5,0.00130821694462746,0.000710317016126894,0.0678269934369422,657,398,335
L0_S23_F659,0,23,23,659,941,0.000331224476409986,0.00130821694462746,0.000762333540068383,0.0678269934369422,124,398,300
L0_S23_F663,0,23,23,663,643,0.000174803869095186,0.00130821694462746,0.000742150354914983,0.0678269934369422,260,398,315
L0_S23_F667,0,23,23,667,98,4.38747842732568E-5,0.00130821694462746,0.000714523835570802,0.0678269934369422,591,398,330
L0_S23_F671,0,23,23,671,914,0.000251572890004326,0.00130821694462746,0.000751255052859889,0.0678269934369422,181,398,309
L1_S24_F679,1,2.4101E1,24,679,64,2.66379673767858E-5,0.000326213097384454,0.000170038029555286,0.0201580236317389,682,604,534
L1_S24_F683,1,2.4101E1,24,683,646,0.000177003439079115,0.000326213097384454,0.000262079615936273,0.0201580236317389,256,604,456
L1_S24_F687,1,2.4101E1,24,687,560,0.000154704984939968,0.000326213097384454,0.000269761735381735,0.0201580236317389,289,604,447
L1_S24_F691,1,2.4101E1,24,691,545,0.00015171350758969,0.000326213097384454,0.000266380493377127,0.0201580236317389,294,604,454
L1_S24_F700,1,2.4102E1,24,700,418,0.000131405993034406,0.000306073544461327,0.000272098798969722,0.0201276117278439,335,633,443
L1_S24_F719,1,2.4103E1,24,719,10,1.198200899033E-5,0.000322034051389863,0,0.0199679492323951,786,614,947
L1_S24_F728,1,2.4103E1,24,728,567,0.000156701062305586,0.000322034051389863,0.000272186653338835,0.0201276117278439,284,614,442
L1_S24_F733,1,2.4103E1,24,733,62,2.43831136153005E-5,0.000322034051389863,0.000184221748554592,0.0201276117278439,692,614,519
L1_S24_F746,1,2.4103E1,24,746,4,7.10905759149227E-6,0.000322034051389863,0,0.0199679492323951,859,614,947
L1_S24_F751,1,2.4103E1,24,751,3,4.41240171511481E-7,0.000322034051389863,0,0.0199679492323951,966,614,947
L1_S24_F756,1,2.4103E1,24,756,10,1.198200899033E-5,0.000322034051389863,0,0.0199679492323951,786,614,947
L1_S24_F761,1,2.4103E1,24,761,3,4.41240171511481E-7,0.000322034051389863,0,0.0199679492323951,966,614,947
L1_S24_F766,1,2.4103E1,24,766,4,7.10905759149227E-6,0.000322034051389863,0,0.0199679492323951,859,614,947
L1_S24_F775,1,2.4103E1,24,775,5,7.11822126042705E-6,0.000322034051389863,0,0.0199679492323951,857,614,947
L1_S24_F780,1,2.4103E1,24,780,4,7.11134804376457E-6,0.000322034051389863,0,0.0199679492323951,858,614,947
L1_S24_F785,1,2.4103E1,24,785,4,7.10905759149227E-6,0.000322034051389863,0,0.0199679492323951,859,614,947
L1_S24_F790,1,2.4103E1,24,790,10,1.198200899033E-5,0.000322034051389863,0,0.0199679492323951,786,614,947
L1_S24_F795,1,2.4103E1,24,795,10,1.198200899033E-5,0.000322034051389863,0,0.0199679492323951,786,614,947
L1_S24_F800,1,2.4104E1,24,800,552,0.000180796479604339,0.000320242777865687,0.000271947611109269,0.0201402833544668,249,631,444
L1_S24_F802,1,2.4104E1,24,802,692,0.000194593334086335,0.000320242777865687,0.000269175993448556,0.0201402833544668,233,631,450
L1_S24_F806,1,2.4106E1,24,806,23,1.05247927617569E-5,0.000324905986493818,0.000140885758325382,0.0201360594789258,799,611,559
L1_S24_F808,1,2.4106E1,24,808,759,0.00021291852348071,0.000324905986493818,0.000267087344159478,0.0201360594789258,214,611,452
L1_S24_F810,1,2.4106E1,24,810,39,1.94170088985146E-5,0.000324905986493818,0.000142213446084227,0.0201360594789258,724,611,556
L1_S24_F812,1,2.4107E1,24,812,780,0.000216245710186413,0.000325852897878676,0.000266782281906686,0.0201385938042504,209,608,453
L1_S24_F814,1,2.4107E1,24,814,328,0.000117986502699452,0.000325852897878676,0.000258503161402857,0.0201385938042504,385,608,458
L1_S24_F816,1,2.4107E1,24,816,399,0.00014523329552496,0.000325852897878676,0.000172465806469901,0.0101592654511479,308,608,532
L1_S24_F829,1,2.4108E1,24,829,523,0.000144352107797729,0.000215296827208888,0.000114778078868838,0.0101592654511479,311,691,600
L1_S24_F834,1,2.4108E1,24,834,82,3.15174014193786E-5,0.000215296827208888,0.000101312420168753,0.0101592654511479,655,691,633
L1_S24_F839,1,2.4108E1,24,839,12,7.15213014714777E-5,0.000215296827208888,3.34644150079555E-5,0.0101592654511479,510,691,765
L1_S24_F844,1,2.4108E1,24,844,970,0.000176521693758147,0.000215296827208888,0.000114778078870614,0.0101592654511479,258,691,599
L1_S24_F857,1,2.4108E1,24,857,644,0.000147022851193057,0.000215296827208888,0.000112722917886998,0.0101592654511479,303,691,603
L1_S24_F862,1,2.4108E1,24,862,659,0.000150577900051019,0.000215296827208888,0.000112435864933147,0.0101592654511479,296,691,604
L1_S24_F867,1,2.4108E1,24,867,161,0.000136660896497887,0.000215296827208888,0.000111861759021892,0.0101592654511479,323,691,606
L1_S24_F872,1,2.4108E1,24,872,998,0.000187792852049284,0.000215296827208888,6.53348813948185E-5,0.0101592654511479,239,691,700
L1_S24_F877,1,2.4108E1,24,877,144,5.22815810608535E-5,0.000215296827208888,0.000107309410049439,0.0101592654511479,564,691,614
L1_S24_F882,1,2.4108E1,24,882,156,5.96919815425423E-5,0.000215296827208888,0.000110380703949531,0.0101592654511479,541,691,608
L1_S24_F887,1,2.4108E1,24,887,85,4.76776509348298E-5,0.000215296827208888,0.000108994539614216,0.0101592654511479,577,691,611
L1_S24_F892,1,2.4108E1,24,892,754,0.000155726594991634,0.000215296827208888,0.000110822730956528,0.0101592654511479,287,691,607
L1_S24_F897,1,2.4108E1,24,897,480,8.99013800239601E-5,0.000215296827208888,0.000112067440253938,0.0101592654511479,449,691,605
L1_S24_F902,1,2.4108E1,24,902,273,0.000112407148952443,0.000215296827208888,0.000108193464063433,0.0101592654511479,398,691,613
L1_S24_F907,1,2.4108E1,24,907,748,0.000122970017926605,0.000215296827208888,0.000123437242406155,0.00999706863037456,362,691,580
L1_S24_F920,1,2.4109E1,24,920,203,5.33194677867499E-5,0.000171293546319617,9.44952219281703E-5,0.00999706863037456,559,743,652
L1_S24_F925,1,2.4109E1,24,925,89,3.4255012479889E-5,0.000171293546319617,9.1268953978485E-5,0.00999706863037456,631,743,659
L1_S24_F930,1,2.4109E1,24,930,11,2.62210504278215E-5,0.000171293546319617,2.56988423288362E-5,0.00999706863037456,683,743,779
L1_S24_F935,1,2.4109E1,24,935,938,0.000136828152253798,0.000171293546319617,0.000103134997718968,0.00999706863037456,322,743,626
L1_S24_F948,1,2.4109E1,24,948,839,0.000127056168338413,0.000171293546319617,0.000102692970713747,0.00999706863037456,347,743,627
L1_S24_F953,1,2.4109E1,24,953,803,0.000121522237392924,0.000171293546319617,0.000101808916699753,0.00999706863037456,370,743,630
L1_S24_F958,1,2.4109E1,24,958,478,7.87960932413512E-5,0.000171293546319617,9.792392396335E-5,0.00999706863037456,487,743,637
L1_S24_F963,1,2.4109E1,24,963,999,0.000145137684905095,0.000171293546319617,5.65429981609356E-5,0.00999706863037456,309,743,713
L1_S24_F968,1,2.4109E1,24,968,168,5.42374427521253E-5,0.000171293546319617,9.59533818534197E-5,0.00999706863037456,558,743,641
L1_S24_F973,1,2.4109E1,24,973,193,5.5013082208788E-5,0.000171293546319617,9.59533818534197E-5,0.00999706863037456,556,743,641
L1_S24_F978,1,2.4109E1,24,978,602,0.000106785679101051,0.000171293546319617,0.000101963890751122,0.00999706863037456,408,743,629
L1_S24_F983,1,2.4109E1,24,983,786,0.000128436756302364,0.000171293546319617,0.0001007927837815,0.00999706863037456,345,743,635
