Id,string
334,0000000000000000000000001001011010001110000000000000
335,0000000000000000000000001001011010010100000000000000
336,0000000000000000000000001001011010010110000000000000
337,0000000000000000000000001001011010101100000000000000
338,0000000000000000000000001001011010101110000000000000
339,0000000000000000000000001001011010110100000000000000
340,0000000000000000000000001001011010110110000000000000
341,0000000000000000000000001001011011101100000000000000
342,0000000000000000000000001001011011101110000000000000
343,0000000000000000000000001001011011110100000000000000
344,0000000000000000000000001001011011110110000000000000
345,0000000000000000000000001010000000000000000000000000
346,0000000000000000000000001010000000000000000000011101
347,0000000000000000000000001010000000000000000010011101
348,0000000000000000000000001010000000000000110011011011
349,0000000000000000000000001010000000000000110101011101
350,0000000000000000000000001010000000000001010011011011
351,0000000000000000000000001010000000000001010101011011
352,0000000000000000000000001010000000000001010101011101
353,0000000000000000000000001010000000000001100011011011
354,0000000000000000000000001010000000000001110010011101
355,0000000000000000000000001010000000000001110011001101
356,0000000000000000000000001010000000000001110011011011
357,0000000000000000000000001010000000000001110011011101
358,0000000000000000000000001010000000000001110101001011
359,0000000000000000000000001010000000000001110101011011
360,0000000000000000000000001010000000000001110101011101
361,0000000000000000000000001010000000000001110111011011
362,0000000000000000000000001010000000000001110111011101
363,0000000000000000000000001010000000000010000000000000
364,0000000000000000000000001010000001101100000000000000
365,0000000000000000000000001010000001101110000000000000
366,0000000000000000000000001010000001110100000000000000
367,0000000000000000000000001010001001101100000000000000
368,0000000000000000000000001010001001101110000000000000
369,0000000000000000000000001010001001110100000000000000
370,0000000000000000000000001010001001110110000000000000
371,0000000000000000000000001010001011101100000000000000
372,0000000000000000000000001010001011110100000000000000
373,0000000000000000000000001010001101101100000000000000
374,0000000000000000000000001010001101110100000000000000
375,0000000000000000000000001010010001101100000000000000
376,0000000000000000000000001010010001101110000000000000
377,0000000000000000000000001010010001110100000000000000
378,0000000000000000000000001010010010010100000000000000
379,0000000000000000000000001010010010010110000000000000
380,0000000000000000000000001010010011101100000000000000
381,0000000000000000000000001010010011110100000000000000
382,0000000000000000000000001010011001100100000000000000
383,0000000000000000000000001010011001101000000000000000
384,0000000000000000000000001010011001101100000000000000
385,0000000000000000000000001010011001101110000000000000
386,0000000000000000000000001010011001110000000000000000
387,0000000000000000000000001010011001110010000000000000
388,0000000000000000000000001010011001110100000000000000
389,0000000000000000000000001010011001110110000000000000
390,0000000000000000000000001010011001111100000000000000
391,0000000000000000000000001010011010000100000000000000
392,0000000000000000000000001010011010001100000000000000
393,0000000000000000000000001010011010001110000000000000
394,0000000000000000000000001010011010010100000000000000
395,0000000000000000000000001010011010010110000000000000
396,0000000000000000000000001010011010101100000000000000
397,0000000000000000000000001010011010101110000000000000
398,0000000000000000000000001010011010110100000000000000
399,0000000000000000000000001010011010110110000000000000
400,0000000000000000000000001010011011010100000000000000
401,0000000000000000000000001010011011100100000000000000
402,0000000000000000000000001010011011101100000000000000
403,0000000000000000000000001010011011101110000000000000
404,0000000000000000000000001010011011110100000000000000
405,0000000000000000000000001010011011110110000000000000
406,0000000000000000000000001010111001101100000000000000
407,0000000000000000000000001010111001110100000000000000
408,0000000000000000000000001010111011101100000000000000
409,0000000000000000000000001010111011110100000000000000
410,0000000000000000000000001011000000000001110101011011
411,0000000000000000000000001011010011101100000000000000
412,0000000000000000000000001011011001101100000000000000
413,0000000000000000000000001011011001110100000000000000
414,0000000000000000000000001011011010000100000000000000
415,0000000000000000000000001011011010101100000000000000
416,0000000000000000000000001011011010110100000000000000
417,0000000000000000000000001011011011101100000000000000
418,0000000000000000000000001011011011110100000000000000
419,0000000000000000000000001100000000000001110011011101
420,0000000000000000000000001100000000000001110101011101
421,0000000000000000000000001100011001101100000000000000
422,0000000000000000000000001100011001110100000000000000
423,0000000000000000000000001100011011101100000000000000
424,0000000000000000000000001101000000000001110011011101
425,0000000000000000000000001101000000000001110101011011
426,0000000000000000000000001101000000000001110101011101
427,0000000000000000000000001101011001110100000000000000
428,0000000000000000000000001101011010101100000000000000
429,0000000000000000000000001101011011101100000000000000
430,0000000000000000000000001101011011101110000000000000
431,0000000000000000000000001101011011110100000000000000
432,0000000000000000000000001101111011101100000000000000
433,0000000000000000000000001101111011110100000000000000
434,0000000000000000000000001110011001101100000000000000
435,0000000000000000000000001110011001110100000000000000
436,0000000000000000000000001110011010101100000000000000
437,0000000000000000000000001110011010101110000000000000
438,0000000000000000000000001110011010110100000000000000
439,0000000000000000000000001110011011101100000000000000
440,0000000000000000000000001110011011101110000000000000
441,0000000000000000000000001110011011110100000000000000
442,0000000000000000000000001110011011110110000000000000
443,0000000000000000000000001111001011101100000000000000
444,0000000000000000000000001111011011101100000000000000
445,0000000000000000000000001111011011101110000000000000
446,0000000000000000000000001111011011110000000000000000
447,0000000000000000000000001111011011110100000000000000
448,0000000000000000000000010000011001101100000000000000
449,0000000000000000000000100000011001110100000000000000
450,0000000000000000000001000000011001101100000000000000
451,0000000000000000000001000000011001110100000000000000
452,0000000000000000000010010000011001101100000000000000
453,0000000000000000000010100000011001110100000000000000
454,0000000000000000000011000000010001101100000000000000
455,0000000000000000000111000000011001101100000000000000
456,0000000000000000000111000000011001110100000000000000
457,0000000000000000000111000000011011101100000000000000
458,0000000000000000001010010000011001101100000000000000
459,0000000000000000001010010000011001110100000000000000
460,0000000000000000001010100000011001101100000000000000
461,0000000000000000001010100000011001110100000000000000
462,0000000000000000010110010000011001101100000000000000
463,0000000000000000010110100000011001110100000000000000
464,0000000000000000010110100000011010001100000000000000
465,0000000000000000010111000000011001110100000000000000
466,0000000000000000011010010000011001110100000000000000
467,0000000000000000011010100000011001110100000000000000
468,0000000000000000011011000000011001101100000000000000
469,0000000000000000011011000000011001110100000000000000
470,0000000000000000011011000000011011101100000000000000
471,0000000000000000100110100000011001101100000000000000
472,0000000000000000100111000000011001101100000000000000
473,0000000000000000100111000000011001110100000000000000
474,0000000000000000101010010000011001101100000000000000
475,0000000000000000101010010000011001101110000000000000
476,0000000000000000101010010000011001110100000000000000
477,0000000000000000101011000000011001101100000000000000
478,0000000000000001010110010000011001110100000000000000
479,0000000000000001011010010000011001110100000000000000
480,0000000000000001101010100000011001110100000000000000
481,0000000000000001101011000000011001110100000000000000
482,0000000000000010010110100000011001110100000000000000
483,0000000000000010101010010000011001101100000000000000
484,0000000000000101010110100000011001110100000000000000
485,0000000000000101101011000000011011110100000000000000
486,0000000000000110010110100000011001101100000000000000
487,0000000000000110100111000000011001101100000000000000
488,0000000000001100010110010000011001101100000000000000
489,0000000000001100010110010001011001101100000000000000
490,0000000000001100010110100000000000000010000000000000
491,0000000000001100010110100000011001101100000000000000
492,0000000000001100010110100000011001110100000000000000
493,0000000000001100010110100010011001110100000000000000
494,0000000000001100010111000000000000000001110011011101
495,0000000000001100010111000000011001101100000000000000
496,0000000000001100010111000000011001110100000000000000
497,0000000000001100010111000001011001101100000000000000
498,0000000000001100011010010000011001101100000000000000
499,0000000000001100011010010000011001110100000000000000
500,0000000000001100011010010000011101110100000000000000
501,0000000000001100011010010001011001110100000000000000
502,0000000000001100011010100000011001101100000000000000
503,0000000000001100011010100000011001110100000000000000
504,0000000000001100011010100001011001101100000000000000
505,0000000000001100011011000000000000000001110011011101
506,0000000000001100011011000000011001101100000000000000
507,0000000000001100011011000000011001110100000000000000
508,0000000000001100011011000001011001101100000000000000
509,0000000000001100011011000001011001110100000000000000
510,0000000000001100100110010000000000000001110011011011
511,0000000000001100100110010000011001101100000000000000
512,0000000000001100100110010001011001101100000000000000
513,0000000000001100100110100000011001101100000000000000
514,0000000000001100100110100000011001110100000000000000
515,0000000000001100100110100000011101101100000000000000
516,0000000000001100100110100000011101101110000000000000
517,0000000000001100100110100010011001110100000000000000
518,0000000000001100100111000000011001101100000000000000
519,0000000000001100100111000000011001110100000000000000
520,0000000000001100100111000000011101101100000000000000
521,0000000000001100100111000001011001110100000000000000
522,0000000000001100101010010000000000000001110011011011
523,0000000000001100101010010000000000000001110101011011
524,0000000000001100101010010000011001101100000000000000
525,0000000000001100101010010000011001110100000000000000
526,0000000000001100101010100000000000000001110101011011
527,0000000000001100101010100000011001110100000000000000
528,0000000000001100101010100000011011110100000000000000
529,0000000000001100101010100000011101101100000000000000
530,0000000000001100101010100001011001110100000000000000
531,0000000000001100101011000000011001101100000000000000
532,0000000000001100101011000000011001110100000000000000
533,0000000000001100101011000000011001110110000000000000
534,0000000000001100101011000001011001110100000000000000
535,0000000000001101000110100000011001101100000000000000
536,0000000000001101001010010001000000000001110011011011
537,0000000000001101010110010000000000000000110101011011
538,0000000000001101010110010000000000000000110101011101
539,0000000000001101010110010000000000000001110011010011
540,0000000000001101010110010000000000000001110011011010
541,0000000000001101010110010000000000000001110011011011
542,0000000000001101010110010000000000000001110011011100
543,0000000000001101010110010000000000000001110011011101
544,0000000000001101010110010000000000000001110101011011
545,0000000000001101010110010000000000000001110101011100
546,0000000000001101010110010000000000000001110101011101
547,0000000000001101010110010000000000000001110111011011
548,0000000000001101010110010000000000000001110111011101
549,0000000000001101010110010000000000000010000000000000
550,0000000000001101010110010000010001101100000000000000
551,0000000000001101010110010000010001110100000000000000
552,0000000000001101010110010000010101101100000000000000
553,0000000000001101010110010000010101110100000000000000
554,0000000000001101010110010000011001001100000000000000
555,0000000000001101010110010000011001010100000000000000
556,0000000000001101010110010000011001101000000000000000
557,0000000000001101010110010000011001101100000000000000
558,0000000000001101010110010000011001101110000000000000
559,0000000000001101010110010000011001110000000000000000
560,0000000000001101010110010000011001110100000000000000
561,0000000000001101010110010000011001110110000000000000
562,0000000000001101010110010000011010000100000000000000
563,0000000000001101010110010000011010001100000000000000
564,0000000000001101010110010000011010001110000000000000
565,0000000000001101010110010000011010010100000000000000
566,0000000000001101010110010000011010010110000000000000
567,0000000000001101010110010000011010101100000000000000
568,0000000000001101010110010000011010110100000000000000
569,0000000000001101010110010000011011101100000000000000
570,0000000000001101010110010000011011101110000000000000
571,0000000000001101010110010000011011110100000000000000
572,0000000000001101010110010000011101001100000000000000
573,0000000000001101010110010000011101010100000000000000
574,0000000000001101010110010000011101101100000000000000
575,0000000000001101010110010000011101101110000000000000
576,0000000000001101010110010000011101110100000000000000
577,0000000000001101010110010000011101110110000000000000
578,0000000000001101010110010000011110001100000000000000
579,0000000000001101010110010000011110010100000000000000
580,0000000000001101010110010000011110101100000000000000
581,0000000000001101010110010000011111101100000000000000
582,0000000000001101010110010000011111110100000000000000
583,0000000000001101010110010000100000000001110101011101
584,0000000000001101010110010000111001101100000000000000
585,0000000000001101010110010000111001110100000000000000
586,0000000000001101010110010000111011101100000000000000
587,0000000000001101010110010000111101101100000000000000
588,0000000000001101010110010001000000000001110011011011
589,0000000000001101010110010001000000000001110011011101
590,0000000000001101010110010001000000000001110101011011
591,0000000000001101010110010001000000000001110101011101
592,0000000000001101010110010001000000000010000000000000
593,0000000000001101010110010001010001110100000000000000
594,0000000000001101010110010001011001101100000000000000
595,0000000000001101010110010001011001101110000000000000
596,0000000000001101010110010001011001110000000000000000
597,0000000000001101010110010001011001110100000000000000
598,0000000000001101010110010001011001110110000000000000
599,0000000000001101010110010001011010001100000000000000
600,0000000000001101010110010001011011101100000000000000
601,0000000000001101010110010001011011110100000000000000
602,0000000000001101010110010001011101101100000000000000
603,0000000000001101010110010001011101110100000000000000
604,0000000000001101010110010001011111110100000000000000
605,0000000000001101010110010010000000000001110101011011
606,0000000000001101010110010010000000000001110101011101
607,0000000000001101010110010010000000000010000000000000
608,0000000000001101010110010010000011101100000000000000
609,0000000000001101010110010010001001101100000000000000
610,0000000000001101010110010010010001110100000000000000
611,0000000000001101010110010010011001101100000000000000
612,0000000000001101010110010010011001101110000000000000
613,0000000000001101010110010010011001110000000000000000
614,0000000000001101010110010010011001110100000000000000
615,0000000000001101010110010010011001110110000000000000
616,0000000000001101010110010010011010001110000000000000
617,0000000000001101010110010010011010101100000000000000
618,0000000000001101010110010010011011101100000000000000
619,0000000000001101010110010010011011110100000000000000
620,0000000000001101010110010010011101101100000000000000
621,0000000000001101010110010010011101110100000000000000
622,0000000000001101010110010010011101110110000000000000
623,0000000000001101010110010010111001101100000000000000
624,0000000000001101010110010011011011110100000000000000
625,0000000000001101010110010011011011110110000000000000
626,0000000000001101010110010110011001101100000000000000
627,0000000000001101010110010110011001110100000000000000
628,0000000000001101010110011000011001101100000000000000
629,0000000000001101010110011000011011110100000000000000
630,0000000000001101010110011001011001101100000000000000
631,0000000000001101010110011001011001110100000000000000
632,0000000000001101010110011010000000000001110101011011
633,0000000000001101010110011010000000000001110101011101
634,0000000000001101010110011010011001101100000000000000
635,0000000000001101010110011010011001110100000000000000
636,0000000000001101010110011010011011110100000000000000
637,0000000000001101010110100000000000000001110011001101
638,0000000000001101010110100000000000000001110011010101
639,0000000000001101010110100000000000000001110011011011
640,0000000000001101010110100000000000000001110011011101
641,0000000000001101010110100000000000000001110101011010
642,0000000000001101010110100000000000000001110101011011
643,0000000000001101010110100000000000000001110101011100
644,0000000000001101010110100000000000000001110101011101
645,0000000000001101010110100000000000000001110101011111
646,0000000000001101010110100000000000000001110111011011
647,0000000000001101010110100000000000000001110111011101
648,0000000000001101010110100000000000000001111101011101
649,0000000000001101010110100000000000000010000000000000
650,0000000000001101010110100000010001101100000000000000
651,0000000000001101010110100000010001110100000000000000
652,0000000000001101010110100000010011101100000000000000
653,0000000000001101010110100000010011110100000000000000
654,0000000000001101010110100000010101101100000000000000
655,0000000000001101010110100000011001001100000000000000
656,0000000000001101010110100000011001010100000000000000
657,0000000000001101010110100000011001101000000000000000
658,0000000000001101010110100000011001101100000000000000
659,0000000000001101010110100000011001101110000000000000
660,0000000000001101010110100000011001110000000000000000
661,0000000000001101010110100000011001110100000000000000
662,0000000000001101010110100000011001110110000000000000
663,0000000000001101010110100000011010000100000000000000
664,0000000000001101010110100000011010001100000000000000
665,0000000000001101010110100000011010001110000000000000
