batch_number,Sample_count,Defect_count,Error_rate
3399,231,1.0,0.004329004329
3402,176,5.0,0.0284090909091
3404,199,2.0,0.0100502512563
3418,214,1.0,0.00467289719626
3427,190,1.0,0.00526315789474
3434,152,6.0,0.0394736842105
3445,151,0.0,0.0
3462,217,1.0,0.00460829493088
3467,184,1.0,0.0054347826087
3468,208,0.0,0.0
3476,210,2.0,0.00952380952381
3490,157,0.0,0.0
3491,208,2.0,0.00961538461538
3494,170,3.0,0.0176470588235
3495,215,1.0,0.0046511627907
3496,193,0.0,0.0
3497,198,0.0,0.0
3566,165,2.0,0.0121212121212
3570,182,2.0,0.010989010989
3575,171,4.0,0.0233918128655
3579,182,1.0,0.00549450549451
3580,208,2.0,0.00961538461538
3596,219,7.0,0.0319634703196
3628,220,10.0,0.0454545454545
3663,198,11.0,0.0555555555556
3676,169,3.0,0.0177514792899
3698,165,1.0,0.00606060606061
3741,186,2.0,0.010752688172
3743,220,3.0,0.0136363636364
3744,173,2.0,0.0115606936416
3745,205,0.0,0.0
3746,167,0.0,0.0
3781,218,0.0,0.0
3818,202,2.0,0.00990099009901
3820,228,6.0,0.0263157894737
3823,201,3.0,0.0149253731343
3824,244,4.0,0.016393442623
3834,175,0.0,0.0
3837,213,2.0,0.0093896713615
3838,185,2.0,0.0108108108108
3839,189,2.0,0.010582010582
3842,176,1.0,0.00568181818182
3845,218,4.0,0.0183486238532
3852,210,1.0,0.0047619047619
3853,179,2.0,0.0111731843575
3874,218,4.0,0.0183486238532
3879,179,2.0,0.0111731843575
3882,217,1.0,0.00460829493088
3884,221,1.0,0.00452488687783
3891,169,0.0,0.0
3892,155,0.0,0.0
3897,189,1.0,0.00529100529101
3899,199,3.0,0.0150753768844
3901,208,3.0,0.0144230769231
3905,162,2.0,0.0123456790123
3906,164,0.0,0.0
3922,182,4.0,0.021978021978
4025,208,1.0,0.00480769230769
4504,177,1.0,0.00564971751412
4506,188,1.0,0.00531914893617
4508,174,3.0,0.0172413793103
4511,216,1.0,0.00462962962963
4534,173,2.0,0.0115606936416
4539,200,1.0,0.005
4540,164,2.0,0.0121951219512
4541,224,1.0,0.00446428571429
4564,196,1.0,0.00510204081633
4575,157,0.0,0.0
4576,158,6.0,0.0379746835443
4577,201,1.0,0.00497512437811
4589,160,0.0,0.0
4603,146,0.0,0.0
4613,179,4.0,0.0223463687151
4614,156,1.0,0.00641025641026
4629,161,1.0,0.00621118012422
4667,154,0.0,0.0
4668,187,0.0,0.0
4685,211,5.0,0.0236966824645
4688,148,0.0,0.0
4716,157,0.0,0.0
4721,185,0.0,0.0
4722,218,0.0,0.0
4732,200,0.0,0.0
4739,151,0.0,0.0
4752,155,0.0,0.0
4756,177,0.0,0.0
4766,160,8.0,0.05
4770,146,1.0,0.00684931506849
4771,187,0.0,0.0
4773,212,0.0,0.0
4775,222,6.0,0.027027027027
4779,164,0.0,0.0
4787,163,1.0,0.00613496932515
4790,201,1.0,0.00497512437811
4793,155,0.0,0.0
4795,155,1.0,0.00645161290323
4796,213,0.0,0.0
4802,172,0.0,0.0
4804,174,1.0,0.00574712643678
4805,213,0.0,0.0
4808,159,0.0,0.0
4812,167,1.0,0.0059880239521
4822,192,0.0,0.0
4823,187,0.0,0.0
4828,168,0.0,0.0
4845,178,0.0,0.0
4848,158,0.0,0.0
4869,184,0.0,0.0
4874,159,0.0,0.0
4886,207,0.0,0.0
4887,157,0.0,0.0
4888,179,0.0,0.0
4890,150,0.0,0.0
4892,168,0.0,0.0
4903,190,2.0,0.0105263157895
4909,193,2.0,0.0103626943005
4915,185,0.0,0.0
4916,156,0.0,0.0
4920,176,0.0,0.0
4928,202,0.0,0.0
4936,173,2.0,0.0115606936416
4941,162,0.0,0.0
4942,145,0.0,0.0
4954,190,1.0,0.00526315789474
4963,154,1.0,0.00649350649351
4969,166,0.0,0.0
4978,155,7.0,0.0451612903226
4984,147,1.0,0.00680272108844
4987,183,0.0,0.0
4988,163,0.0,0.0
4989,194,0.0,0.0
4995,161,0.0,0.0
4997,158,0.0,0.0
5020,173,0.0,0.0
5021,179,1.0,0.00558659217877
5031,172,0.0,0.0
5034,210,1.0,0.0047619047619
5045,188,0.0,0.0
5052,165,0.0,0.0
5279,177,0.0,0.0
5317,179,0.0,0.0
5341,165,0.0,0.0
5345,162,0.0,0.0
5387,203,1.0,0.00492610837438
5426,177,0.0,0.0
5472,160,0.0,0.0
5473,191,0.0,0.0
5474,179,0.0,0.0
5478,155,0.0,0.0
5480,190,0.0,0.0
5489,159,2.0,0.0125786163522
5495,184,0.0,0.0
5499,192,0.0,0.0
5500,170,0.0,0.0
5501,187,0.0,0.0
5502,161,0.0,0.0
5503,165,0.0,0.0
5510,200,3.0,0.015
5512,184,1.0,0.0054347826087
5514,183,0.0,0.0
5516,220,1.0,0.00454545454545
5520,210,0.0,0.0
5542,199,0.0,0.0
5548,170,2.0,0.0117647058824
5551,185,0.0,0.0
5552,149,0.0,0.0
5583,198,1.0,0.00505050505051
5585,177,0.0,0.0
5589,173,1.0,0.00578034682081
5590,145,0.0,0.0
5591,194,0.0,0.0
5616,207,0.0,0.0
5617,147,0.0,0.0
5620,194,0.0,0.0
5625,156,0.0,0.0
5626,189,0.0,0.0
5632,173,0.0,0.0
5636,168,1.0,0.00595238095238
5639,217,0.0,0.0
5643,169,0.0,0.0
5645,190,3.0,0.0157894736842
5647,188,0.0,0.0
5652,161,0.0,0.0
5659,166,0.0,0.0
5668,176,1.0,0.00568181818182
5706,186,2.0,0.010752688172
5715,152,2.0,0.0131578947368
5716,201,2.0,0.00995024875622
5793,212,0.0,0.0
5805,219,4.0,0.0182648401826
5833,202,1.0,0.0049504950495
5851,163,1.0,0.00613496932515
5854,182,0.0,0.0
5858,189,0.0,0.0
5860,196,1.0,0.00510204081633
5861,167,0.0,0.0
5862,194,0.0,0.0
5863,185,0.0,0.0
5864,210,1.0,0.0047619047619
5874,148,0.0,0.0
5875,180,0.0,0.0
5878,148,0.0,0.0
5879,176,0.0,0.0
5885,189,0.0,0.0
5887,194,0.0,0.0
5889,197,0.0,0.0
5890,189,0.0,0.0
5896,215,0.0,0.0
5900,173,0.0,0.0
5903,142,0.0,0.0
5904,161,0.0,0.0
5918,178,2.0,0.0112359550562
5920,181,3.0,0.0165745856354
5923,164,2.0,0.0121951219512
5924,202,0.0,0.0
5926,160,1.0,0.00625
5954,179,0.0,0.0
5982,199,1.0,0.00502512562814
5989,164,1.0,0.00609756097561
5991,201,0.0,0.0
5997,187,3.0,0.0160427807487
6035,215,3.0,0.0139534883721
6067,183,1.0,0.00546448087432
6079,174,0.0,0.0
6081,202,1.0,0.0049504950495
6083,181,0.0,0.0
6121,157,0.0,0.0
6122,190,0.0,0.0
6123,128,0.0,0.0
6125,172,0.0,0.0
6135,174,0.0,0.0
6139,215,2.0,0.0093023255814
6163,183,0.0,0.0
6193,170,1.0,0.00588235294118
6194,175,6.0,0.0342857142857
6200,181,0.0,0.0
6201,168,0.0,0.0
6202,182,0.0,0.0
6204,192,0.0,0.0
6205,192,1.0,0.00520833333333
6229,190,0.0,0.0
6231,206,3.0,0.0145631067961
6233,199,0.0,0.0
6234,152,0.0,0.0
6248,202,1.0,0.0049504950495
6249,162,0.0,0.0
6254,205,0.0,0.0
6261,174,0.0,0.0
6265,209,1.0,0.00478468899522
6271,195,2.0,0.0102564102564
6273,169,1.0,0.00591715976331
6275,191,0.0,0.0
6276,160,1.0,0.00625
6281,193,3.0,0.0155440414508
6282,193,1.0,0.00518134715026
6283,162,1.0,0.00617283950617
6285,164,0.0,0.0
6286,198,1.0,0.00505050505051
6287,167,1.0,0.0059880239521
6288,184,0.0,0.0
6289,161,0.0,0.0
6290,182,0.0,0.0
6292,175,0.0,0.0
6293,146,0.0,0.0
6294,198,0.0,0.0
6297,204,1.0,0.00490196078431
6298,167,2.0,0.0119760479042
6299,217,2.0,0.00921658986175
6301,166,0.0,0.0
6302,172,0.0,0.0
6303,143,0.0,0.0
6304,167,0.0,0.0
6305,190,0.0,0.0
6306,158,0.0,0.0
6307,208,0.0,0.0
6308,163,0.0,0.0
6311,196,0.0,0.0
6318,190,0.0,0.0
6319,151,1.0,0.00662251655629
6320,232,2.0,0.00862068965517
6322,206,0.0,0.0
6326,213,1.0,0.00469483568075
6327,156,0.0,0.0
6330,218,0.0,0.0
6365,158,2.0,0.0126582278481
6368,193,0.0,0.0
6369,157,6.0,0.0382165605096
6374,224,22.0,0.0982142857143
6378,215,0.0,0.0
6380,159,0.0,0.0
6381,170,1.0,0.00588235294118
6382,187,0.0,0.0
6384,212,0.0,0.0
6389,238,47.0,0.197478991597
6390,214,0.0,0.0
6393,217,5.0,0.0230414746544
6394,187,1.0,0.00534759358289
6395,198,1.0,0.00505050505051
6396,180,2.0,0.0111111111111
6398,143,0.0,0.0
6399,178,0.0,0.0
6402,159,0.0,0.0
6403,207,2.0,0.00966183574879
6405,204,1.0,0.00490196078431
6406,179,1.0,0.00558659217877
6407,178,3.0,0.0168539325843
6410,162,0.0,0.0
6411,184,1.0,0.0054347826087
6413,156,0.0,0.0
6513,165,1.0,0.00606060606061
6539,197,8.0,0.0406091370558
6558,191,1.0,0.00523560209424
6563,148,0.0,0.0
6564,186,0.0,0.0
6569,146,0.0,0.0
6571,160,0.0,0.0
6572,215,0.0,0.0
6573,182,0.0,0.0
6574,199,0.0,0.0
6575,171,0.0,0.0
6576,168,0.0,0.0
6579,159,0.0,0.0
6580,199,0.0,0.0
6582,170,0.0,0.0
6583,157,1.0,0.00636942675159
6584,210,1.0,0.0047619047619
6586,218,0.0,0.0
6596,198,0.0,0.0
6609,150,1.0,0.00666666666667
6672,227,0.0,0.0
6675,174,0.0,0.0
6676,199,0.0,0.0
6678,180,0.0,0.0
6682,194,0.0,0.0
6683,166,0.0,0.0
6684,211,0.0,0.0
6689,189,0.0,0.0
6690,199,1.0,0.00502512562814
6691,159,0.0,0.0
6692,225,0.0,0.0
6693,156,0.0,0.0
6694,223,1.0,0.00448430493274
6696,199,0.0,0.0
6697,179,0.0,0.0
6698,168,0.0,0.0
6699,167,0.0,0.0
6701,143,0.0,0.0
6702,185,0.0,0.0
6707,169,1.0,0.00591715976331
6719,201,1.0,0.00497512437811
6731,227,0.0,0.0
6733,180,1.0,0.00555555555556
6734,169,2.0,0.0118343195266
6735,213,1.0,0.00469483568075
6741,175,0.0,0.0
6742,213,0.0,0.0
6743,149,0.0,0.0
6745,188,0.0,0.0
6753,169,0.0,0.0
6755,182,0.0,0.0
6756,160,0.0,0.0
6757,208,3.0,0.0144230769231
6759,189,0.0,0.0
6760,151,0.0,0.0
6762,166,1.0,0.00602409638554
6763,176,0.0,0.0
6766,174,0.0,0.0
6767,208,0.0,0.0
6769,166,0.0,0.0
6772,174,0.0,0.0
6792,206,0.0,0.0
6794,182,0.0,0.0
6798,184,0.0,0.0
6800,162,1.0,0.00617283950617
6801,181,0.0,0.0
6808,226,0.0,0.0
6810,237,0.0,0.0
6811,156,0.0,0.0
6815,174,0.0,0.0
6816,221,0.0,0.0
6830,182,0.0,0.0
6832,179,0.0,0.0
6858,173,0.0,0.0
6859,193,1.0,0.00518134715026
6863,163,2.0,0.0122699386503
6866,214,0.0,0.0
6867,195,0.0,0.0
6871,166,1.0,0.00602409638554
6872,157,0.0,0.0
6873,161,0.0,0.0
6874,187,1.0,0.00534759358289
6877,171,0.0,0.0
6878,200,0.0,0.0
6880,203,1.0,0.00492610837438
6907,154,2.0,0.012987012987
6909,150,0.0,0.0
6912,192,1.0,0.00520833333333
6913,168,7.0,0.0416666666667
6914,185,2.0,0.0108108108108
6915,160,4.0,0.025
6922,156,2.0,0.0128205128205
6923,181,1.0,0.00552486187845
6926,166,1.0,0.00602409638554
6927,212,1.0,0.00471698113208
6936,202,1.0,0.0049504950495
6940,177,0.0,0.0
6948,189,1.0,0.00529100529101
6959,151,1.0,0.00662251655629
6972,191,1.0,0.00523560209424
6973,245,10.0,0.0408163265306
6991,170,0.0,0.0
6992,157,0.0,0.0
6993,176,0.0,0.0
7024,173,7.0,0.0404624277457
7130,187,11.0,0.0588235294118
7131,229,2.0,0.00873362445415
7135,174,1.0,0.00574712643678
7136,214,6.0,0.0280373831776
7137,165,0.0,0.0
7138,219,1.0,0.00456621004566
7139,171,0.0,0.0
7140,180,1.0,0.00555555555556
7141,179,0.0,0.0
7142,217,0.0,0.0
7144,165,0.0,0.0
7145,156,0.0,0.0
7146,195,0.0,0.0
7151,214,1.0,0.00467289719626
7153,210,1.0,0.0047619047619
7154,175,0.0,0.0
7160,168,0.0,0.0
7166,139,0.0,0.0
7167,192,1.0,0.00520833333333
7168,166,0.0,0.0
7169,214,0.0,0.0
7174,212,0.0,0.0
7175,149,0.0,0.0
7176,164,1.0,0.00609756097561
7177,128,0.0,0.0
7180,182,2.0,0.010989010989
7182,205,1.0,0.00487804878049
7184,196,1.0,0.00510204081633
7188,146,1.0,0.00684931506849
7189,197,1.0,0.00507614213198
7190,178,0.0,0.0
7191,172,0.0,0.0
7193,220,0.0,0.0
7197,193,0.0,0.0
7199,195,0.0,0.0
7200,153,0.0,0.0
7201,204,0.0,0.0
7208,177,0.0,0.0
7209,205,0.0,0.0
7282,140,0.0,0.0
7283,197,0.0,0.0
7290,181,0.0,0.0
7293,188,0.0,0.0
7295,168,1.0,0.00595238095238
7296,232,0.0,0.0
7333,179,2.0,0.0111731843575
7335,183,2.0,0.0109289617486
7338,189,1.0,0.00529100529101
7347,240,2.0,0.00833333333333
7349,206,0.0,0.0
7356,143,0.0,0.0
7357,217,3.0,0.0138248847926
7359,188,1.0,0.00531914893617
7365,152,0.0,0.0
7366,189,1.0,0.00529100529101
7392,188,0.0,0.0
7394,206,0.0,0.0
7417,181,1.0,0.00552486187845
7420,168,2.0,0.0119047619048
7421,189,0.0,0.0
7552,205,0.0,0.0
7667,219,2.0,0.00913242009132
7711,201,0.0,0.0
